"REF_DATE","GEO","DGUID","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010-10","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","436009","","","","0"
"2011-01","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","417217","","","","0"
"2011-04","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","432644","","","","0"
"2011-07","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","461083","","","","0"
"2011-10","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","463119","","","","0"
"2012-01","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","432807","","","","0"
"2012-04","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","446954","","","","0"
"2012-07","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","473592","","","","0"
"2012-10","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","473848","","","","0"
"2013-01","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","443125","","","","0"
"2013-04","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","460401","","","","0"
"2013-07","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","500963","","","","0"
"2013-10","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","497758","","","","0"
"2014-01","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","467345","","","","0"
"2014-04","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","488985","","","","0"
"2014-07","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","524490","","","","0"
"2014-10","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","514078","","","","0"
"2015-01","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","472379","","","","0"
"2015-04","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","487051","","","","0"
"2015-07","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","521592","","","","0"
"2015-10","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","509419","","","","0"
"2016-01","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","475252","","","","0"
"2016-04","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","490410","","","","0"
"2016-07","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","530194","","","","0"
"2016-10","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","529679","","","","0"
"2017-01","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","499834","","","","0"
"2017-04","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","524426","","","","0"
"2017-07","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","559074","","","","0"
"2017-10","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","557307","","","","0"
"2018-01","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","522856","","","","0"
"2018-04","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","548913","","","","0"
"2018-07","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","588247","","","","0"
"2018-10","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","571152","","","","0"
"2019-01","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","539597","","","","0"
"2019-04","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","568622","","","","0"
"2019-07","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","603492","","","","0"
"2019-10","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","599001","","","","0"
"2020-01","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","542484","","","","0"
"2020-04","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","487511","","","","0"
"2020-07","Canada","2016A000011124","Unadjusted","Gross domestic product at market prices","Dollars","81","millions","6","v62295576","1.2.14","582268","","","","0"


